tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-495,Dubai,Hard,32,500,O,20260225,20,GJ37,,,Tallon Griekspoor,R,188.0,NED,29.651,25.0,1655.0,BK92,2,,Alexander Bublik,R,196.0,KAZ,28.693,10.0,3405.0,6-3 7-6(4),3,R16,81.0,14.0,0.0,61.0,40.0,35.0,15.0,11.0,3.0,3.0,12.0,2.0,64.0,42.0,31.0,12.0,10.0,2.0,3.0
2026-495,Dubai,Hard,32,500,O,20260225,21,B0CD,,,Jenson Brooksby,R,193.0,USA,25.333,49.0,1042.0,KE29,7,,Karen Khachanov,R,198.0,RUS,29.766,16.0,2450.0,7-6(6) 6-4,3,R16,103.0,4.0,1.0,74.0,48.0,36.0,19.0,11.0,0.0,0.0,7.0,1.0,65.0,47.0,37.0,10.0,11.0,0.0,1.0
2026-495,Dubai,Hard,32,500,O,20260225,22,L0BV,8.0,,Jiri Lehecka,R,185.0,CZE,24.298,24.0,1760.0,CD85,,,Pablo Carreno Busta,R,188.0,ESP,34.626,124.0,516.0,7-6(6) 6-4,3,R16,111.0,16.0,2.0,85.0,54.0,40.0,16.0,11.0,8.0,10.0,5.0,0.0,67.0,45.0,27.0,14.0,11.0,2.0,5.0
2026-495,Dubai,Hard,32,500,O,20260225,23,RE44,5.0,,Andrey Rublev,R,188.0,RUS,28.35,18.0,2210.0,HH26,,,Ugo Humbert,L,188.0,FRA,27.669,37.0,1285.0,6-4 6-7(5) 6-3,3,R16,143.0,15.0,7.0,98.0,63.0,55.0,17.0,16.0,4.0,4.0,17.0,4.0,103.0,62.0,48.0,20.0,15.0,7.0,9.0
2026-807,Acapulco,Hard,32,500,O,20260225,8,MC65,,,Gael Monfils,R,193.0,FRA,39.485,170.0,360.0,D923,,,Damir Dzumhur,R,175.0,BIH,33.769,60.0,877.0,6-4 7-6(5),3,R32,112.0,8.0,8.0,70.0,38.0,29.0,14.0,11.0,3.0,6.0,0.0,2.0,82.0,48.0,28.0,14.0,11.0,6.0,10.0
2026-807,Acapulco,Hard,32,500,O,20260225,9,Z355,1.0,,Alexander Zverev,R,198.0,GER,28.851,4.0,4555.0,MW02,,,Corentin Moutet,L,180.0,FRA,26.856,35.0,1383.0,6-2 6-4,3,R32,91.0,7.0,0.0,48.0,38.0,30.0,6.0,9.0,0.0,0.0,2.0,1.0,64.0,43.0,25.0,12.0,9.0,4.0,7.0
2026-807,Acapulco,Hard,32,500,O,20260225,10,WB32,,,Yibing Wu,R,183.0,CHN,26.368,142.0,434.0,RH16,3,,Casper Ruud,R,183.0,NOR,27.179,12.0,2665.0,7-6(2) 7-6(1),3,R32,125.0,6.0,0.0,79.0,49.0,37.0,20.0,12.0,4.0,5.0,12.0,3.0,81.0,55.0,40.0,14.0,12.0,6.0,7.0
2026-807,Acapulco,Hard,32,500,O,20260225,11,C0E9,5.0,,Flavio Cobolli,R,183.0,ITA,23.808,20.0,2030.0,P0J1,,,Rodrigo Pacheco Mendez,L,191.0,MEX,20.838,218.0,270.0,7-6(3) 7-6(3),3,R32,118.0,10.0,6.0,79.0,37.0,32.0,22.0,12.0,2.0,5.0,5.0,1.0,79.0,54.0,36.0,14.0,12.0,6.0,9.0
2026-807,Acapulco,Hard,32,500,O,20260225,12,TD51,8.0,,Frances Tiafoe,R,188.0,USA,28.099,28.0,1590.0,BT72,,,Nuno Borges,R,185.0,POR,29.016,48.0,1045.0,6-4 6-4,3,R32,90.0,4.0,0.0,61.0,40.0,29.0,14.0,10.0,4.0,5.0,12.0,2.0,66.0,40.0,28.0,11.0,10.0,4.0,7.0
2026-807,Acapulco,Hard,32,500,O,20260225,13,A0GC,,,Terence Atmane,L,193.0,FRA,24.129,63.0,858.0,D875,,,Grigor Dimitrov,R,191.0,BUL,34.782,44.0,1105.0,6-3 6-3,3,R32,82.0,5.0,0.0,50.0,35.0,29.0,8.0,9.0,2.0,2.0,4.0,4.0,63.0,40.0,31.0,6.0,9.0,6.0,9.0
2026-807,Acapulco,Hard,32,500,O,20260225,14,B0GG,,,Mattia Bellucci,L,175.0,ITA,24.736,110.0,553.0,H0BH,,,Rinky Hijikata,R,178.0,AUS,25.005,115.0,547.0,7-6(5) 6-3,3,R32,124.0,6.0,2.0,64.0,34.0,24.0,13.0,10.0,3.0,7.0,1.0,5.0,81.0,39.0,28.0,12.0,11.0,4.0,10.0
2026-807,Acapulco,Hard,32,500,O,20260225,15,SY67,,,Sho Shimabukuro,R,180.0,JPN,28.575,130.0,479.0,ME82,,,Adrian Mannarino,L,180.0,FRA,37.659,51.0,1025.0,6-3 6-4,3,R32,78.0,3.0,2.0,57.0,36.0,25.0,15.0,10.0,2.0,3.0,5.0,4.0,55.0,30.0,22.0,11.0,9.0,2.0,5.0
2026-807,Acapulco,Hard,32,500,O,20260225,16,S0GD,,,Dalibor Svrcina,R,178.0,CZE,23.4,123.0,519.0,D994,,,James Duckworth,R,183.0,AUS,34.097,83.0,691.0,6-4 6-1,3,R32,92.0,2.0,3.0,48.0,26.0,21.0,11.0,8.0,1.0,2.0,5.0,10.0,77.0,38.0,23.0,15.0,9.0,5.0,10.0
2026-8996,Santiago,Clay,28,250,O,20260225,7,TE30,8.0,,Alejandro Tabilo,L,188.0,CHI,28.734,42.0,1113.0,BS86,,,Tomas Barrios Vera,R,191.0,CHI,28.211,112.0,551.0,7-5 6-3,3,R32,99.0,7.0,0.0,59.0,45.0,34.0,9.0,11.0,2.0,3.0,2.0,4.0,71.0,42.0,25.0,15.0,10.0,5.0,8.0
2026-8996,Santiago,Clay,28,250,O,20260225,8,N0AM,,,Emilio Nava,R,185.0,USA,24.233,79.0,710.0,BK40,6,,Matteo Berrettini,R,196.0,ITA,29.873,57.0,910.0,6-3 6-4,3,R32,86.0,4.0,4.0,63.0,38.0,32.0,13.0,10.0,3.0,3.0,3.0,2.0,50.0,37.0,27.0,6.0,9.0,2.0,4.0
2026-8996,Santiago,Clay,28,250,O,20260225,9,GD64,,,Cristian Garin,R,185.0,CHI,29.741,93.0,656.0,C0C8,,,Juan Manuel Cerundolo,L,183.0,ARG,24.279,70.0,781.0,3-6 6-3 6-3,3,R32,141.0,2.0,6.0,92.0,53.0,34.0,16.0,14.0,5.0,10.0,2.0,2.0,73.0,48.0,26.0,13.0,13.0,7.0,13.0
2026-8996,Santiago,Clay,28,250,O,20260225,10,N0BS,,,Mariano Navone,R,178.0,ARG,24.994,77.0,725.0,KI82,,,Vit Kopriva,R,178.0,CZE,28.698,65.0,848.0,3-6 6-0 3-1 RET,3,R32,90.0,0.0,4.0,50.0,31.0,20.0,12.0,10.0,1.0,4.0,1.0,7.0,62.0,32.0,20.0,11.0,9.0,6.0,11.0
2026-8996,Santiago,Clay,28,250,O,20260225,11,T0A1,,,Thiago Agustin Tirante,R,185.0,ARG,24.879,76.0,739.0,B0ID,,,Ignacio Buse,R,183.0,PER,21.922,66.0,848.0,2-6 7-6(0) 7-6(2),3,R32,174.0,13.0,6.0,102.0,61.0,44.0,19.0,16.0,2.0,7.0,5.0,6.0,111.0,62.0,44.0,24.0,16.0,8.0,11.0
2026-8996,Santiago,Clay,28,250,O,20260225,12,V0DP,,,Adolfo Daniel Vallejo,R,183.0,PAR,21.829,106.0,561.0,P0CT,,,Francesco Passaro,R,180.0,ITA,25.133,144.0,431.0,6-3 3-3 RET,3,R32,57.0,2.0,1.0,39.0,24.0,18.0,7.0,7.0,3.0,5.0,2.0,3.0,52.0,37.0,19.0,6.0,8.0,5.0,9.0
2026-8996,Santiago,Clay,28,250,O,20260225,13,H997,,,Yannick Hanfmann,R,193.0,GER,34.286,81.0,695.0,U182,4,,Camilo Ugo Carabelli,R,185.0,ARG,26.694,59.0,880.0,6-4 6-3,3,R16,96.0,5.0,1.0,63.0,37.0,26.0,15.0,10.0,0.0,1.0,4.0,7.0,71.0,48.0,31.0,9.0,9.0,4.0,7.0
2026-495,Dubai,Hard,32,500,O,20260226,24,RC91,,,Arthur Rinderknech,R,196.0,FRA,30.598,31.0,1530.0,D0CO,4,,Jack Draper,L,193.0,GBR,24.181,15.0,2460.0,7-5 6-7(4) 6-4,3,R16,146.0,20.0,0.0,108.0,77.0,65.0,13.0,17.0,2.0,2.0,11.0,3.0,99.0,65.0,52.0,22.0,17.0,4.0,6.0
2026-495,Dubai,Hard,32,500,O,20260226,25,MM58,3.0,,Daniil Medvedev,R,198.0,RUS,30.042,11.0,2960.0,B0CD,,,Jenson Brooksby,R,193.0,USA,25.336,49.0,1042.0,6-2 6-1,3,QF,56.0,7.0,0.0,42.0,35.0,27.0,4.0,7.0,0.0,0.0,0.0,2.0,46.0,36.0,17.0,4.0,8.0,6.0,11.0
2026-495,Dubai,Hard,32,500,O,20260226,26,RE44,5.0,,Andrey Rublev,R,188.0,RUS,28.353,18.0,2210.0,RC91,,,Arthur Rinderknech,R,196.0,FRA,30.598,31.0,1530.0,6-2 6-4,3,QF,75.0,5.0,1.0,51.0,29.0,23.0,12.0,9.0,1.0,2.0,7.0,3.0,60.0,32.0,19.0,11.0,9.0,3.0,7.0
2026-495,Dubai,Hard,32,500,O,20260226,27,AG37,1.0,,Felix Auger-Aliassime,R,193.0,CAN,25.552,8.0,4080.0,L0BV,8,,Jiri Lehecka,R,185.0,CZE,24.301,24.0,1760.0,6-3 7-6(2),3,QF,112.0,16.0,2.0,64.0,42.0,35.0,13.0,10.0,2.0,2.0,7.0,0.0,95.0,63.0,42.0,15.0,11.0,7.0,9.0
2026-495,Dubai,Hard,32,500,O,20260226,28,GJ37,,,Tallon Griekspoor,R,188.0,NED,29.654,25.0,1655.0,M0NI,6,,Jakub Mensik,R,196.0,CZE,20.487,13.0,2595.0,6-3 3-6 6-2,3,QF,102.0,6.0,3.0,69.0,41.0,34.0,16.0,13.0,0.0,1.0,16.0,1.0,70.0,47.0,32.0,12.0,13.0,0.0,3.0
2026-807,Acapulco,Hard,32,500,O,20260226,17,VA25,6.0,,Valentin Vacherot,R,193.0,MON,27.28,27.0,1591.0,MC65,,,Gael Monfils,R,193.0,FRA,39.488,170.0,360.0,6-3 6-3,3,R16,68.0,8.0,1.0,48.0,32.0,29.0,9.0,9.0,0.0,0.0,5.0,3.0,61.0,38.0,26.0,8.0,9.0,10.0,13.0
2026-807,Acapulco,Hard,32,500,O,20260226,18,KI95,,,Miomir Kecmanovic,R,183.0,SRB,26.491,84.0,685.0,Z355,1,,Alexander Zverev,R,198.0,GER,28.854,4.0,4555.0,6-3 6-7(3) 7-6(4),3,R16,155.0,13.0,3.0,104.0,69.0,56.0,22.0,17.0,2.0,3.0,17.0,2.0,93.0,65.0,53.0,15.0,16.0,2.0,4.0
2026-807,Acapulco,Hard,32,500,O,20260226,19,B0GG,,,Mattia Bellucci,L,175.0,ITA,24.739,110.0,553.0,DH50,4,,Alejandro Davidovich Fokina,R,180.0,ESP,26.729,14.0,2470.0,6-3 6-3,3,R16,73.0,10.0,0.0,45.0,33.0,30.0,8.0,9.0,1.0,1.0,2.0,1.0,57.0,40.0,23.0,8.0,9.0,2.0,5.0
2026-807,Acapulco,Hard,32,500,O,20260226,20,C0E9,5.0,,Flavio Cobolli,R,183.0,ITA,23.811,20.0,2030.0,S0GD,,,Dalibor Svrcina,R,178.0,CZE,23.403,123.0,519.0,6-4 6-4,3,R16,109.0,8.0,3.0,71.0,43.0,37.0,11.0,10.0,6.0,6.0,2.0,1.0,74.0,43.0,26.0,21.0,10.0,5.0,7.0
2026-807,Acapulco,Hard,32,500,O,20260226,21,TD51,8.0,,Frances Tiafoe,R,188.0,USA,28.101,28.0,1590.0,K0AZ,,,Aleksandar Kovacevic,R,183.0,USA,27.496,75.0,746.0,6-4 3-6 7-6(7),3,R16,138.0,9.0,0.0,89.0,56.0,42.0,24.0,15.0,1.0,2.0,19.0,3.0,96.0,62.0,47.0,23.0,16.0,3.0,4.0
2026-807,Acapulco,Hard,32,500,O,20260226,22,A0GC,,,Terence Atmane,L,193.0,FRA,24.131,63.0,858.0,J0DZ,,,Rafael Jodar,R,191.0,ESP,19.444,114.0,548.0,6-2 4-6 6-1,3,R16,101.0,6.0,1.0,75.0,49.0,37.0,17.0,13.0,3.0,4.0,3.0,0.0,66.0,44.0,29.0,10.0,12.0,1.0,5.0
2026-807,Acapulco,Hard,32,500,O,20260226,23,N0AE,,,Brandon Nakashima,R,188.0,USA,24.567,29.0,1535.0,K0A3,,,Patrick Kypson,R,188.0,USA,26.333,103.0,565.0,6-4 6-4,3,R16,94.0,11.0,0.0,59.0,39.0,35.0,9.0,10.0,2.0,2.0,3.0,4.0,69.0,43.0,32.0,9.0,10.0,4.0,6.0
2026-807,Acapulco,Hard,32,500,O,20260226,24,WB32,,,Yibing Wu,R,183.0,CHN,26.371,142.0,434.0,SY67,,,Sho Shimabukuro,R,180.0,JPN,28.578,130.0,479.0,6-3 7-6(4),3,R16,88.0,7.0,2.0,68.0,43.0,35.0,17.0,11.0,1.0,1.0,14.0,1.0,59.0,40.0,33.0,10.0,10.0,0.0,1.0
2026-8996,Santiago,Clay,28,250,O,20260226,14,D0FJ,2.0,,Luciano Darderi,R,183.0,ITA,24.033,21.0,1904.0,N0BS,,,Mariano Navone,R,178.0,ARG,24.997,77.0,725.0,6-3 3-6 6-4,3,R16,146.0,2.0,3.0,98.0,51.0,37.0,21.0,14.0,9.0,13.0,1.0,6.0,86.0,54.0,35.0,11.0,14.0,7.0,12.0
2026-8996,Santiago,Clay,28,250,O,20260226,15,PH64,,,Andrea Pellegrino,R,185.0,ITA,28.931,137.0,447.0,C0DF,7,,Francisco Comesana,R,178.0,ARG,25.391,82.0,694.0,7-6(3) 6-7(2) 6-3,3,R16,171.0,3.0,5.0,109.0,54.0,38.0,34.0,16.0,4.0,6.0,9.0,11.0,111.0,64.0,53.0,18.0,17.0,3.0,7.0
2026-8996,Santiago,Clay,28,250,O,20260226,16,G0FW,,,Vilius Gaubas,R,178.0,LTU,21.161,107.0,558.0,P0HW,,,Dino Prizmic,R,188.0,CRO,20.561,120.0,529.0,5-7 7-5 6-3,3,R16,182.0,0.0,6.0,101.0,62.0,45.0,19.0,17.0,2.0,5.0,9.0,5.0,104.0,65.0,47.0,16.0,16.0,9.0,13.0
2026-8996,Santiago,Clay,28,250,O,20260226,17,N0AM,,,Emilio Nava,R,185.0,USA,24.235,79.0,710.0,V0DP,,,Adolfo Daniel Vallejo,R,183.0,PAR,21.832,106.0,561.0,7-5 6-3,3,R16,89.0,12.0,3.0,66.0,48.0,41.0,7.0,11.0,8.0,9.0,3.0,2.0,67.0,42.0,25.0,13.0,10.0,3.0,6.0
2026-8996,Santiago,Clay,28,250,O,20260226,18,C0AU,1.0,,Francisco Cerundolo,R,185.0,ARG,27.54,19.0,2170.0,M0K4,,,Elmer Moller,R,183.0,DEN,22.637,127.0,509.0,6-2 6-2,3,R16,70.0,3.0,2.0,47.0,28.0,25.0,9.0,8.0,0.0,0.0,1.0,4.0,46.0,29.0,17.0,7.0,8.0,3.0,7.0
2026-495,Dubai,Hard,32,500,O,20260227,29,GJ37,,,Tallon Griekspoor,R,188.0,NED,29.656,25.0,1655.0,RE44,5,,Andrey Rublev,R,188.0,RUS,28.356,18.0,2210.0,7-5 7-6(6),3,SF,105.0,19.0,2.0,82.0,57.0,42.0,17.0,12.0,6.0,6.0,20.0,2.0,70.0,47.0,40.0,13.0,12.0,0.0,1.0
2026-495,Dubai,Hard,32,500,O,20260227,30,MM58,3.0,,Daniil Medvedev,R,198.0,RUS,30.045,11.0,2960.0,AG37,1,,Felix Auger-Aliassime,R,193.0,CAN,25.555,8.0,4080.0,6-4 6-2,3,SF,83.0,7.0,2.0,43.0,26.0,23.0,13.0,9.0,0.0,0.0,7.0,2.0,64.0,44.0,28.0,8.0,9.0,1.0,4.0
2026-807,Acapulco,Hard,32,500,O,20260227,25,N0AE,,,Brandon Nakashima,R,188.0,USA,24.569,29.0,1535.0,VA25,6,,Valentin Vacherot,R,193.0,MON,27.283,27.0,1591.0,2-6 6-2 6-3,3,QF,107.0,8.0,1.0,70.0,51.0,40.0,9.0,13.0,2.0,4.0,9.0,1.0,77.0,53.0,38.0,12.0,12.0,4.0,7.0
2026-807,Acapulco,Hard,32,500,O,20260227,26,C0E9,5.0,,Flavio Cobolli,R,183.0,ITA,23.814,20.0,2030.0,WB32,,,Yibing Wu,R,183.0,CHN,26.374,142.0,434.0,7-6(4) 6-1,3,QF,95.0,10.0,4.0,74.0,36.0,30.0,20.0,10.0,8.0,8.0,1.0,0.0,55.0,37.0,26.0,9.0,9.0,1.0,3.0
2026-807,Acapulco,Hard,32,500,O,20260227,27,TD51,8.0,,Frances Tiafoe,R,188.0,USA,28.104,28.0,1590.0,B0GG,,,Mattia Bellucci,L,175.0,ITA,24.742,110.0,553.0,6-3 6-4,3,QF,106.0,5.0,3.0,79.0,53.0,34.0,11.0,9.0,8.0,10.0,6.0,3.0,62.0,42.0,22.0,11.0,10.0,3.0,8.0
2026-807,Acapulco,Hard,32,500,O,20260227,28,KI95,,,Miomir Kecmanovic,R,183.0,SRB,26.494,84.0,685.0,A0GC,,,Terence Atmane,L,193.0,FRA,24.134,63.0,858.0,6-3 6-3,3,QF,90.0,5.0,0.0,48.0,29.0,23.0,13.0,9.0,0.0,1.0,6.0,2.0,74.0,45.0,26.0,13.0,9.0,9.0,13.0
2026-8996,Santiago,Clay,28,250,O,20260227,19,TE30,8.0,,Alejandro Tabilo,L,188.0,CHI,28.739,42.0,1113.0,T0A1,,,Thiago Agustin Tirante,R,185.0,ARG,24.884,76.0,739.0,4-6 6-3 6-3,3,R16,127.0,7.0,2.0,73.0,45.0,33.0,19.0,14.0,1.0,3.0,6.0,5.0,94.0,58.0,40.0,16.0,14.0,8.0,12.0
2026-8996,Santiago,Clay,28,250,O,20260227,20,B0BI,3.0,,Sebastian Baez,R,170.0,ARG,25.166,52.0,1005.0,GD64,,,Cristian Garin,R,185.0,CHI,29.747,93.0,656.0,7-6(2) 1-6 7-5,3,R16,153.0,2.0,4.0,115.0,82.0,53.0,17.0,15.0,11.0,15.0,6.0,2.0,97.0,65.0,50.0,12.0,16.0,5.0,8.0
2026-8996,Santiago,Clay,28,250,O,20260227,21,C0AU,1.0,,Francisco Cerundolo,R,185.0,ARG,27.543,19.0,2170.0,N0AM,,,Emilio Nava,R,185.0,USA,24.238,79.0,710.0,6-1 6-1,3,QF,66.0,1.0,1.0,41.0,26.0,21.0,9.0,7.0,2.0,2.0,2.0,2.0,56.0,34.0,17.0,7.0,7.0,8.0,13.0
2026-8996,Santiago,Clay,28,250,O,20260227,22,H997,,,Yannick Hanfmann,R,193.0,GER,34.292,81.0,695.0,G0FW,,,Vilius Gaubas,R,178.0,LTU,21.164,107.0,558.0,3-6 6-2 6-2,3,QF,132.0,5.0,4.0,77.0,46.0,34.0,18.0,12.0,6.0,8.0,4.0,1.0,93.0,70.0,43.0,7.0,13.0,10.0,15.0
2026-495,Dubai,Hard,32,500,O,20260228,31,MM58,3.0,,Daniil Medvedev,R,198.0,RUS,30.048,11.0,2960.0,GJ37,,,Tallon Griekspoor,R,188.0,NED,29.659,25.0,1655.0,W/O,3,F,113.0,19.0,1.0,81.0,51.0,45.0,21.0,16.0,0.0,1.0,9.0,0.0,92.0,72.0,57.0,8.0,15.0,2.0,3.0
2026-807,Acapulco,Hard,32,500,O,20260228,29,TD51,8.0,,Frances Tiafoe,R,188.0,USA,28.107,28.0,1590.0,N0AE,,,Brandon Nakashima,R,188.0,USA,24.572,29.0,1535.0,3-6 7-6(6) 6-4,3,SF,171.0,7.0,2.0,106.0,62.0,45.0,19.0,15.0,6.0,10.0,16.0,1.0,101.0,68.0,48.0,18.0,16.0,7.0,11.0
2026-807,Acapulco,Hard,32,500,O,20260228,30,C0E9,5.0,,Flavio Cobolli,R,183.0,ITA,23.817,20.0,2030.0,KI95,,,Miomir Kecmanovic,R,183.0,SRB,26.497,84.0,685.0,7-6(5) 3-6 6-4,3,SF,146.0,13.0,3.0,95.0,49.0,36.0,23.0,15.0,4.0,8.0,7.0,2.0,96.0,57.0,42.0,21.0,16.0,4.0,8.0
2026-8996,Santiago,Clay,28,250,O,20260228,23,D0FJ,2.0,,Luciano Darderi,R,183.0,ITA,24.038,21.0,1904.0,PH64,,,Andrea Pellegrino,R,185.0,ITA,28.936,137.0,447.0,6-3 3-6 6-2,3,QF,121.0,7.0,1.0,69.0,35.0,30.0,17.0,13.0,2.0,4.0,0.0,3.0,94.0,49.0,32.0,20.0,13.0,9.0,13.0
2026-8996,Santiago,Clay,28,250,O,20260228,24,B0BI,3.0,,Sebastian Baez,R,170.0,ARG,25.169,52.0,1005.0,TE30,8,,Alejandro Tabilo,L,188.0,CHI,28.742,42.0,1113.0,7-6(2) 6-1,3,QF,81.0,1.0,3.0,70.0,53.0,40.0,11.0,10.0,3.0,3.0,6.0,0.0,52.0,33.0,24.0,8.0,9.0,2.0,4.0
2026-807,Acapulco,Hard,32,500,O,20260301,31,C0E9,5.0,,Flavio Cobolli,R,183.0,ITA,23.819,20.0,2030.0,TD51,8,,Frances Tiafoe,R,188.0,USA,28.11,28.0,1590.0,7-6(4) 6-4,3,F,129.0,10.0,2.0,72.0,53.0,42.0,9.0,11.0,2.0,3.0,6.0,1.0,84.0,48.0,35.0,16.0,11.0,4.0,6.0
2026-8996,Santiago,Clay,28,250,O,20260301,25,H997,,,Yannick Hanfmann,R,193.0,GER,34.297,81.0,695.0,C0AU,1,,Francisco Cerundolo,R,185.0,ARG,27.548,19.0,2170.0,6-3 6-4,3,SF,84.0,0.0,0.0,58.0,34.0,27.0,16.0,10.0,2.0,2.0,5.0,2.0,54.0,39.0,27.0,7.0,9.0,1.0,3.0
2026-8996,Santiago,Clay,28,250,O,20260301,26,D0FJ,2.0,,Luciano Darderi,R,183.0,ITA,24.041,21.0,1904.0,B0BI,3,,Sebastian Baez,R,170.0,ARG,25.172,52.0,1005.0,6-4 6-3,3,SF,89.0,2.0,5.0,68.0,31.0,22.0,18.0,10.0,4.0,6.0,0.0,4.0,51.0,31.0,20.0,9.0,9.0,3.0,7.0
2026-8996,Santiago,Clay,28,250,O,20260302,27,D0FJ,2.0,,Luciano Darderi,R,183.0,ITA,24.044,21.0,1904.0,H997,,,Yannick Hanfmann,R,193.0,GER,34.3,81.0,695.0,7-6(6) 7-5,3,F,107.0,6.0,3.0,71.0,49.0,39.0,13.0,12.0,2.0,4.0,10.0,2.0,71.0,45.0,32.0,14.0,12.0,3.0,6.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260304,1,U182,,,Camilo Ugo Carabelli,R,185.0,ARG,26.713,67.0,790.0,D0DT,,,Martin Damm,L,203.0,USA,23.09,129.0,477.0,7-6(5) 6-3,3,R128,110.0,8.0,5.0,83.0,50.0,42.0,17.0,11.0,5.0,5.0,9.0,2.0,70.0,43.0,31.0,16.0,10.0,4.0,5.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260304,2,W09E,,,Adam Walton,R,183.0,AUS,26.88,91.0,650.0,HB64,,,Quentin Halys,R,191.0,FRA,29.352,102.0,600.0,6-3 6-3,3,R128,77.0,12.0,1.0,64.0,42.0,34.0,9.0,9.0,5.0,5.0,7.0,1.0,45.0,25.0,19.0,10.0,9.0,1.0,4.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260304,3,O522,,,Reilly Opelka,R,211.0,USA,28.517,68.0,786.0,Q02L,,,Ethan Quinn,R,191.0,USA,21.979,73.0,761.0,7-5 7-6(3),3,R128,101.0,17.0,6.0,67.0,46.0,39.0,13.0,12.0,4.0,5.0,5.0,3.0,85.0,53.0,38.0,14.0,12.0,5.0,7.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260304,4,BU13,,,Zizou Bergs,R,185.0,BEL,26.754,47.0,1030.0,SL28,,,Jan-Lennard Struff,R,193.0,GER,35.86,80.0,719.0,6-3 6-4,3,R128,73.0,5.0,2.0,53.0,31.0,27.0,14.0,10.0,0.0,0.0,5.0,4.0,64.0,39.0,31.0,10.0,9.0,8.0,10.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260304,5,GC88,,,Marcos Giron,R,180.0,USA,32.613,69.0,780.0,N0BS,,,Mariano Navone,R,178.0,ARG,25.016,79.0,725.0,4-6 7-5 6-3,3,R128,140.0,5.0,2.0,86.0,61.0,44.0,13.0,15.0,3.0,6.0,4.0,5.0,93.0,69.0,49.0,7.0,16.0,6.0,11.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260304,6,KI95,,,Miomir Kecmanovic,R,183.0,SRB,26.511,58.0,875.0,AE14,,,Daniel Altmaier,R,188.0,GER,27.477,55.0,921.0,6-3 1-0 RET,3,R128,61.0,7.0,2.0,32.0,18.0,16.0,8.0,5.0,0.0,0.0,6.0,2.0,51.0,33.0,19.0,8.0,5.0,4.0,6.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260305,7,B0CD,,,Jenson Brooksby,R,193.0,USA,25.355,41.0,1135.0,P09Z,,,Alexei Popyrin,R,196.0,AUS,26.582,45.0,1050.0,6-3 6-4,3,R128,91.0,2.0,1.0,62.0,47.0,34.0,11.0,10.0,2.0,2.0,8.0,0.0,64.0,47.0,30.0,8.0,9.0,3.0,5.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260305,8,D0F6,,,Gabriel Diallo,R,203.0,CAN,24.444,38.0,1175.0,B0GG,,,Mattia Bellucci,L,175.0,ITA,24.758,94.0,640.0,7-6(5) 6-4,3,R128,133.0,10.0,1.0,75.0,50.0,38.0,15.0,11.0,1.0,1.0,8.0,2.0,83.0,53.0,38.0,16.0,11.0,6.0,7.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260305,9,F724,,,Marton Fucsovics,R,188.0,HUN,34.07,56.0,916.0,O483,,,Christopher O'Connell,R,183.0,AUS,31.754,127.0,493.0,7-5 6-3,3,R128,90.0,5.0,0.0,54.0,40.0,33.0,9.0,11.0,0.0,1.0,5.0,1.0,67.0,36.0,24.0,15.0,10.0,1.0,4.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260305,10,S0GD,,,Dalibor Svrcina,R,178.0,CZE,23.422,109.0,569.0,D994,,,James Duckworth,R,183.0,AUS,34.119,83.0,691.0,6-2 6-4,3,R128,91.0,3.0,5.0,67.0,41.0,34.0,11.0,9.0,7.0,7.0,4.0,0.0,64.0,39.0,24.0,13.0,9.0,8.0,11.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260305,11,MC65,,,Gael Monfils,R,193.0,FRA,39.507,148.0,410.0,GK06,,,Alexis Galarneau,R,180.0,CAN,27.009,219.0,265.0,6-3 6-4,3,R128,82.0,6.0,1.0,62.0,44.0,32.0,9.0,10.0,2.0,4.0,1.0,6.0,60.0,35.0,19.0,11.0,9.0,4.0,8.0
2026-404,Indian Wells Masters,Hard,96,M,O,20260305,12,BK40,,,Matteo Berrettini,R,196.0,ITA,29.895,66.0,820.0,ME82,,,Adrian Mannarino,L,180.0,FRA,37.681,48.0,1025.0,4-6 7-5 7-5,3,R128,168.0,14.0,3.0,100.0,69.0,51.0,16.0,17.0,7.0,10.0,6.0,2.0,113.0,73.0,51.0,18.0,17.0,5.0,9.0
